id,Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
4392,31,55,49,Clayey,Tobacco,30,1,30,DAP
4393,30,59,34,Red,Tobacco,37,5,40,17-17-17
4394,26,56,43,Sandy,Paddy,36,16,39,DAP
4395,27,57,26,Loamy,Sugarcane,36,17,33,28-28
4396,25,66,27,Loamy,Tobacco,22,10,1,14-35-14
4397,38,54,32,Sandy,Sugarcane,30,8,33,28-28
4398,38,72,48,Red,Millets,31,17,6,10-26-26
4399,34,63,46,Loamy,Wheat,13,16,17,10-26-26
4400,37,56,26,Loamy,Ground Nuts,25,17,39,DAP
4401,25,53,44,Loamy,Ground Nuts,34,10,13,DAP
4402,35,51,27,Red,Pulses,19,13,34,Urea
4403,36,57,44,Sandy,Pulses,4,14,41,DAP
4404,30,63,27,Red,Ground Nuts,38,6,10,DAP
4405,30,67,60,Black,Millets,10,1,22,Urea
4406,33,67,56,Sandy,Wheat,34,15,15,17-17-17
4407,29,66,48,Black,Maize,15,1,11,28-28
4408,25,50,26,Black,Maize,37,19,40,17-17-17
4409,27,64,42,Loamy,Wheat,40,14,39,20-20
4410,34,62,37,Clayey,Cotton,32,0,28,10-26-26
4411,28,55,56,Loamy,Oil seeds,9,15,27,20-20
4412,30,62,65,Black,Ground Nuts,38,3,6,28-28
4413,30,65,46,Red,Paddy,30,7,36,28-28
4414,25,66,31,Loamy,Barley,10,6,36,Urea
4415,38,63,60,Clayey,Cotton,27,5,24,DAP
4416,35,68,60,Sandy,Ground Nuts,21,7,13,17-17-17
4417,25,60,61,Clayey,Wheat,40,14,41,17-17-17
4418,28,52,51,Black,Maize,40,11,16,DAP
4419,37,52,27,Sandy,Oil seeds,4,19,4,20-20
4420,31,51,50,Black,Oil seeds,18,15,24,28-28
4421,27,64,64,Red,Paddy,5,16,41,Urea
4422,28,59,42,Red,Cotton,20,3,26,17-17-17
4423,27,55,28,Red,Tobacco,34,0,24,14-35-14
4424,36,56,27,Sandy,Maize,20,3,9,14-35-14
4425,33,65,26,Black,Paddy,38,9,4,20-20
4426,35,63,38,Sandy,Tobacco,37,12,1,10-26-26
4427,25,70,43,Sandy,Pulses,6,18,33,DAP
4428,27,65,54,Sandy,Oil seeds,17,3,40,Urea
4429,36,50,42,Clayey,Maize,37,2,18,28-28
4430,37,50,39,Loamy,Pulses,23,16,22,DAP
4431,31,71,48,Black,Oil seeds,32,17,16,DAP
4432,26,62,28,Clayey,Paddy,18,0,37,28-28
4433,26,64,63,Sandy,Pulses,37,13,36,28-28
4434,26,65,57,Red,Tobacco,14,17,40,28-28
4435,30,55,63,Black,Wheat,20,0,15,DAP
4436,33,66,28,Loamy,Millets,36,6,38,Urea
4437,31,55,56,Sandy,Ground Nuts,13,1,4,17-17-17
4438,27,65,40,Loamy,Sugarcane,12,14,10,10-26-26
4439,38,52,62,Loamy,Tobacco,9,13,3,20-20
4440,31,61,44,Red,Ground Nuts,21,14,31,DAP
4441,36,57,38,Black,Tobacco,37,6,0,20-20
4442,36,67,39,Black,Tobacco,26,10,8,Urea
4443,33,56,43,Red,Millets,31,17,42,28-28
4444,33,54,37,Clayey,Pulses,36,14,2,17-17-17
4445,25,60,61,Loamy,Ground Nuts,26,9,31,10-26-26
4446,26,52,42,Loamy,Tobacco,16,1,21,28-28
4447,26,63,31,Black,Paddy,34,5,13,28-28
4448,35,65,38,Red,Pulses,6,19,20,17-17-17
4449,29,59,59,Clayey,Cotton,35,0,24,DAP
4450,36,66,56,Sandy,Millets,15,11,13,14-35-14
4451,37,69,31,Loamy,Cotton,32,7,2,DAP
4452,27,58,60,Red,Paddy,32,19,16,20-20
4453,31,59,43,Red,Cotton,14,4,19,10-26-26
4454,30,69,27,Loamy,Sugarcane,26,5,9,20-20
4455,34,68,31,Sandy,Ground Nuts,42,14,5,20-20
4456,27,61,49,Red,Barley,4,2,2,20-20
4457,35,59,51,Red,Sugarcane,16,19,35,20-20
4458,33,72,46,Red,Millets,38,4,24,DAP
4459,32,67,62,Black,Pulses,4,2,5,14-35-14
4460,36,67,54,Black,Millets,10,11,41,20-20
4461,26,64,41,Clayey,Sugarcane,4,9,36,14-35-14
4462,33,66,32,Black,Barley,23,11,5,20-20
4463,32,67,44,Loamy,Cotton,9,6,21,DAP
4464,29,65,43,Clayey,Paddy,24,15,0,28-28
4465,31,59,44,Red,Wheat,28,2,13,Urea
4466,31,58,31,Red,Sugarcane,37,7,26,17-17-17
4467,27,57,53,Red,Millets,39,17,40,20-20
4468,37,72,65,Sandy,Pulses,6,6,27,14-35-14
4469,34,71,53,Sandy,Paddy,38,4,36,DAP
4470,34,69,26,Red,Sugarcane,17,18,28,14-35-14
4471,30,56,44,Sandy,Paddy,16,13,27,28-28
4472,27,70,37,Loamy,Oil seeds,26,6,4,DAP
4473,27,68,36,Clayey,Paddy,20,8,36,Urea
4474,32,66,31,Sandy,Maize,38,5,36,Urea
4475,38,51,33,Red,Ground Nuts,29,16,11,DAP
4476,34,63,54,Red,Barley,30,6,18,20-20
4477,35,52,40,Black,Millets,16,4,30,20-20
4478,34,68,50,Sandy,Tobacco,30,14,5,28-28
4479,26,63,28,Sandy,Ground Nuts,29,7,23,DAP
4480,37,71,47,Sandy,Maize,40,7,41,10-26-26
4481,27,72,53,Red,Tobacco,12,18,30,Urea
4482,27,51,45,Sandy,Ground Nuts,35,1,0,10-26-26
4483,25,54,58,Clayey,Tobacco,11,15,41,14-35-14
4484,26,61,51,Clayey,Ground Nuts,26,14,30,DAP
4485,32,59,30,Clayey,Barley,9,1,35,10-26-26
4486,36,63,52,Clayey,Tobacco,15,4,19,Urea
4487,32,65,41,Sandy,Cotton,15,13,35,28-28
4488,27,65,55,Black,Cotton,42,14,40,14-35-14
4489,37,68,55,Sandy,Millets,21,13,20,20-20
4490,30,58,41,Clayey,Wheat,30,2,5,17-17-17
4491,33,57,61,Clayey,Millets,40,15,34,DAP
4492,34,50,44,Sandy,Pulses,24,0,39,Urea
4493,34,66,63,Sandy,Ground Nuts,9,15,37,28-28
4494,25,55,41,Red,Cotton,32,17,38,20-20
4495,26,50,40,Loamy,Pulses,41,9,15,14-35-14
4496,28,70,37,Sandy,Maize,18,14,40,14-35-14
4497,32,70,44,Clayey,Ground Nuts,16,9,40,28-28
4498,38,56,42,Clayey,Paddy,27,2,40,28-28
4499,28,72,39,Loamy,Tobacco,27,8,1,14-35-14
4500,28,71,27,Red,Millets,9,4,17,17-17-17
4501,31,66,32,Black,Maize,31,10,31,Urea
4502,33,63,56,Black,Maize,35,4,27,DAP
4503,36,69,34,Clayey,Millets,21,16,4,17-17-17
4504,27,66,44,Clayey,Millets,25,9,3,17-17-17
4505,28,65,44,Clayey,Cotton,35,14,23,14-35-14
4506,28,56,60,Clayey,Ground Nuts,36,15,2,17-17-17
4507,25,58,46,Red,Sugarcane,5,14,24,Urea
4508,28,59,50,Black,Sugarcane,22,8,33,10-26-26
4509,36,62,59,Clayey,Barley,16,15,34,Urea
4510,29,52,50,Red,Paddy,5,15,0,28-28
4511,31,59,34,Loamy,Sugarcane,17,18,38,DAP
4512,31,71,25,Black,Ground Nuts,40,1,2,14-35-14
4513,35,64,58,Black,Maize,19,6,24,20-20
4514,33,62,61,Red,Maize,16,15,25,17-17-17
4515,26,56,39,Red,Ground Nuts,12,3,37,DAP
4516,38,60,59,Sandy,Ground Nuts,11,18,11,10-26-26
4517,31,66,26,Red,Millets,10,5,26,14-35-14
4518,37,60,31,Red,Wheat,6,7,16,14-35-14
4519,38,72,30,Sandy,Maize,17,16,20,Urea
4520,33,62,64,Sandy,Millets,4,7,11,DAP
4521,32,66,53,Black,Millets,31,2,19,DAP
4522,38,57,59,Loamy,Paddy,19,5,38,DAP
4523,26,71,51,Black,Pulses,22,16,34,28-28
4524,35,51,58,Black,Maize,13,17,18,14-35-14
4525,38,71,54,Sandy,Paddy,31,8,0,20-20
4526,31,65,41,Sandy,Millets,13,14,22,Urea
4527,26,54,30,Red,Millets,28,11,26,17-17-17
4528,26,50,35,Sandy,Millets,33,19,7,20-20
4529,36,70,51,Black,Pulses,27,17,10,20-20
4530,38,68,35,Red,Ground Nuts,32,12,35,Urea
4531,35,53,43,Sandy,Cotton,17,13,34,17-17-17
4532,30,61,64,Black,Millets,27,2,20,17-17-17
4533,31,70,45,Black,Maize,18,16,37,28-28
4534,34,67,55,Clayey,Wheat,38,3,40,Urea
4535,38,65,26,Black,Barley,8,12,29,17-17-17
4536,37,56,61,Loamy,Sugarcane,17,15,10,20-20
4537,34,63,39,Black,Wheat,42,16,12,14-35-14
4538,36,61,56,Red,Maize,37,3,22,DAP
4539,38,60,33,Loamy,Maize,34,12,38,DAP
4540,26,51,47,Sandy,Wheat,34,12,23,10-26-26
4541,28,64,49,Black,Maize,8,18,18,20-20
4542,32,66,50,Black,Barley,39,2,18,14-35-14
4543,29,67,54,Black,Cotton,30,12,27,10-26-26
4544,28,64,57,Red,Maize,7,10,23,DAP
4545,38,72,29,Red,Pulses,36,1,38,28-28
4546,34,55,58,Clayey,Tobacco,5,3,3,DAP
4547,36,55,54,Red,Cotton,13,8,25,14-35-14
4548,25,59,45,Loamy,Maize,37,11,38,10-26-26
4549,29,53,53,Clayey,Oil seeds,35,5,1,17-17-17
4550,27,56,30,Red,Ground Nuts,5,4,20,10-26-26
4551,34,68,59,Loamy,Maize,42,0,5,28-28
4552,25,60,59,Loamy,Paddy,15,15,34,14-35-14
4553,31,53,42,Sandy,Paddy,25,15,11,28-28
4554,33,61,30,Clayey,Cotton,16,16,11,20-20
4555,37,56,52,Clayey,Barley,14,11,4,17-17-17
4556,32,63,63,Black,Tobacco,14,3,29,Urea
4557,36,72,65,Clayey,Pulses,7,5,12,Urea
4558,26,59,60,Clayey,Cotton,17,19,31,20-20
4559,32,55,56,Sandy,Cotton,28,4,11,14-35-14
4560,37,59,65,Sandy,Paddy,23,9,38,10-26-26
4561,25,50,43,Loamy,Oil seeds,40,19,24,14-35-14
4562,33,58,40,Sandy,Cotton,26,6,16,28-28
4563,30,71,34,Clayey,Oil seeds,42,9,30,28-28
4564,30,53,42,Black,Paddy,4,17,31,Urea
4565,28,67,50,Loamy,Wheat,26,18,1,10-26-26
4566,33,59,43,Loamy,Pulses,32,16,42,10-26-26
4567,25,66,25,Clayey,Ground Nuts,14,9,29,17-17-17
4568,29,58,53,Sandy,Pulses,35,0,4,10-26-26
4569,30,58,57,Sandy,Pulses,18,14,4,20-20
4570,30,54,60,Clayey,Maize,32,1,35,28-28
4571,28,57,29,Sandy,Sugarcane,18,7,37,DAP
4572,37,69,56,Clayey,Oil seeds,8,0,20,Urea
4573,33,51,47,Red,Pulses,14,18,29,20-20
4574,32,60,65,Sandy,Millets,39,12,0,28-28
4575,36,53,60,Sandy,Pulses,30,19,26,20-20
4576,33,54,34,Loamy,Pulses,34,12,29,DAP
4577,31,68,64,Black,Tobacco,18,8,12,14-35-14
4578,26,68,39,Sandy,Maize,22,4,19,10-26-26
4579,28,54,38,Loamy,Paddy,32,17,33,17-17-17
4580,38,59,55,Red,Maize,33,10,17,14-35-14
4581,29,68,56,Black,Oil seeds,9,19,18,DAP
4582,38,69,25,Red,Cotton,12,14,7,17-17-17
4583,26,72,44,Red,Maize,37,5,22,20-20
4584,35,71,61,Sandy,Cotton,4,4,14,DAP
4585,36,72,28,Loamy,Wheat,36,0,37,Urea
4586,29,66,26,Loamy,Tobacco,7,14,5,10-26-26
4587,31,71,43,Red,Cotton,42,12,2,DAP
4588,31,61,30,Clayey,Barley,6,18,21,20-20
4589,38,50,57,Red,Wheat,32,17,34,17-17-17
4590,35,51,48,Black,Ground Nuts,35,17,10,DAP
4591,31,68,44,Red,Wheat,4,11,18,17-17-17
4592,34,58,31,Clayey,Maize,9,9,35,28-28
4593,38,59,36,Red,Pulses,9,11,21,10-26-26
4594,32,55,48,Black,Sugarcane,9,3,12,17-17-17
4595,33,62,58,Loamy,Tobacco,24,17,5,10-26-26
4596,32,54,64,Loamy,Paddy,16,17,14,Urea
4597,29,61,61,Clayey,Paddy,22,19,40,20-20
4598,37,67,41,Loamy,Wheat,16,2,38,Urea
4599,29,69,62,Red,Tobacco,8,12,14,17-17-17
4600,34,57,64,Sandy,Cotton,41,14,13,Urea
4601,27,54,40,Black,Cotton,7,10,21,17-17-17
4602,36,66,39,Clayey,Paddy,20,16,41,10-26-26
4603,31,55,38,Clayey,Cotton,11,9,34,DAP
4604,25,59,64,Red,Ground Nuts,15,6,21,20-20
4605,29,52,40,Clayey,Wheat,42,2,11,14-35-14
4606,26,50,42,Black,Sugarcane,17,15,32,20-20
4607,31,56,52,Loamy,Millets,5,8,40,10-26-26
4608,32,50,58,Clayey,Millets,16,13,32,DAP
4609,32,58,65,Loamy,Millets,11,11,3,10-26-26
4610,35,53,25,Loamy,Tobacco,4,5,40,28-28
4611,32,68,61,Sandy,Cotton,36,11,3,20-20
4612,33,66,33,Loamy,Oil seeds,12,4,2,Urea
4613,32,57,37,Clayey,Paddy,20,17,42,10-26-26
4614,32,65,63,Black,Oil seeds,40,14,33,14-35-14
4615,32,71,46,Loamy,Pulses,8,17,33,14-35-14
4616,28,64,61,Loamy,Millets,27,13,6,14-35-14
4617,27,52,45,Black,Cotton,18,19,3,28-28
4618,33,70,59,Clayey,Millets,29,4,32,14-35-14
4619,29,52,53,Loamy,Sugarcane,38,7,25,Urea
4620,25,64,45,Loamy,Oil seeds,38,11,9,Urea
4621,32,51,52,Black,Pulses,17,11,2,10-26-26
4622,26,57,30,Clayey,Oil seeds,14,11,18,17-17-17
4623,26,52,30,Red,Wheat,29,19,21,14-35-14
4624,30,55,47,Red,Barley,7,15,37,DAP
4625,31,69,53,Black,Cotton,41,12,17,14-35-14
4626,30,69,44,Sandy,Wheat,16,0,13,Urea
4627,29,54,36,Clayey,Ground Nuts,39,5,5,20-20
4628,38,63,61,Black,Ground Nuts,41,18,36,Urea
4629,34,62,30,Red,Sugarcane,15,16,15,20-20
4630,35,62,34,Sandy,Paddy,15,6,8,14-35-14
4631,30,62,34,Sandy,Tobacco,32,0,15,17-17-17
4632,33,62,34,Red,Cotton,22,0,23,DAP
4633,35,68,55,Black,Cotton,28,17,26,14-35-14
4634,38,58,59,Black,Ground Nuts,8,18,3,17-17-17
4635,36,62,41,Red,Oil seeds,6,9,7,Urea
4636,27,52,59,Sandy,Oil seeds,37,2,0,17-17-17
4637,36,64,48,Sandy,Pulses,29,0,41,14-35-14
4638,34,53,35,Sandy,Tobacco,38,14,14,10-26-26
4639,29,50,42,Clayey,Paddy,39,15,19,10-26-26
4640,27,65,51,Loamy,Pulses,5,13,5,10-26-26
4641,26,70,55,Sandy,Barley,28,9,8,DAP
4642,38,55,42,Clayey,Barley,24,17,9,20-20
4643,32,61,38,Loamy,Cotton,23,12,0,17-17-17
4644,26,66,55,Black,Millets,38,13,1,17-17-17
4645,32,69,58,Red,Paddy,26,7,20,20-20
4646,33,57,51,Sandy,Cotton,11,10,40,28-28
4647,32,56,46,Sandy,Pulses,15,2,42,20-20
4648,34,60,39,Clayey,Paddy,10,4,10,17-17-17
4649,33,63,59,Clayey,Maize,6,14,13,14-35-14
4650,36,58,55,Loamy,Cotton,38,17,9,14-35-14
4651,27,61,53,Red,Tobacco,28,2,34,14-35-14
4652,32,61,46,Black,Ground Nuts,21,3,14,10-26-26
4653,35,54,55,Sandy,Barley,25,19,9,Urea
4654,26,54,27,Black,Ground Nuts,11,16,21,DAP
4655,38,69,50,Sandy,Barley,28,1,34,DAP
4656,30,54,59,Black,Millets,25,16,6,10-26-26
4657,38,64,37,Clayey,Tobacco,11,14,30,14-35-14
4658,32,70,50,Red,Maize,30,2,3,17-17-17
4659,25,71,37,Red,Oil seeds,24,6,41,28-28
4660,34,65,48,Loamy,Tobacco,20,2,29,Urea
4661,26,72,60,Red,Wheat,37,9,20,14-35-14
4662,38,66,37,Loamy,Pulses,20,10,30,20-20
4663,31,52,35,Black,Oil seeds,23,13,25,DAP
4664,31,70,36,Red,Tobacco,30,17,17,17-17-17
4665,38,68,27,Sandy,Pulses,39,9,17,20-20
4666,37,61,57,Loamy,Maize,31,14,6,DAP
4667,35,61,38,Sandy,Ground Nuts,31,12,36,Urea
4668,36,71,47,Sandy,Maize,30,17,19,17-17-17
4669,28,72,32,Sandy,Ground Nuts,21,9,23,10-26-26
4670,38,53,51,Clayey,Ground Nuts,40,5,9,17-17-17
4671,29,63,40,Loamy,Tobacco,15,5,37,28-28
4672,25,58,56,Loamy,Sugarcane,42,5,16,DAP
4673,33,50,36,Red,Tobacco,6,16,11,14-35-14
4674,33,60,64,Red,Cotton,19,7,41,17-17-17
4675,36,58,58,Sandy,Cotton,6,9,16,DAP
4676,37,62,29,Red,Cotton,35,19,3,14-35-14
4677,28,56,29,Clayey,Sugarcane,20,14,30,10-26-26
4678,34,57,49,Red,Pulses,31,19,0,Urea
4679,27,62,43,Red,Cotton,5,11,26,17-17-17
4680,28,52,43,Red,Oil seeds,30,5,39,14-35-14
4681,34,70,39,Clayey,Sugarcane,39,0,9,14-35-14
4682,35,68,63,Black,Barley,21,14,10,Urea
4683,25,57,40,Clayey,Paddy,11,19,19,17-17-17
4684,29,55,57,Sandy,Wheat,21,13,36,14-35-14
4685,34,69,45,Clayey,Tobacco,12,6,42,DAP
4686,27,67,38,Loamy,Pulses,18,4,21,17-17-17
4687,32,54,55,Red,Sugarcane,5,11,17,28-28
4688,32,68,59,Clayey,Barley,10,6,3,Urea
4689,31,50,53,Red,Cotton,35,13,1,DAP
4690,26,54,33,Red,Wheat,24,18,0,17-17-17
4691,36,68,38,Loamy,Oil seeds,18,19,26,28-28
4692,33,55,26,Loamy,Cotton,4,9,14,28-28
4693,35,58,62,Black,Tobacco,5,19,4,DAP
4694,30,59,62,Clayey,Paddy,37,11,14,14-35-14
4695,29,65,26,Loamy,Millets,26,0,19,14-35-14
4696,34,60,54,Black,Pulses,30,12,34,Urea
4697,28,56,55,Sandy,Tobacco,4,16,31,10-26-26
4698,34,63,39,Sandy,Paddy,13,19,26,17-17-17
4699,27,56,43,Black,Sugarcane,36,0,40,Urea
4700,35,64,30,Loamy,Millets,38,4,13,20-20
4701,30,54,57,Red,Paddy,35,10,4,Urea
4702,33,68,54,Loamy,Tobacco,36,11,4,17-17-17
4703,34,55,30,Loamy,Millets,15,14,14,28-28
4704,31,65,65,Sandy,Ground Nuts,41,11,18,17-17-17
4705,33,59,37,Red,Millets,6,2,41,17-17-17
4706,34,62,46,Sandy,Oil seeds,10,15,27,20-20
4707,25,59,39,Sandy,Pulses,24,16,14,28-28
4708,27,68,55,Red,Tobacco,18,12,27,10-26-26
4709,37,53,32,Red,Maize,42,9,41,10-26-26
4710,31,67,56,Black,Cotton,30,1,0,20-20
4711,31,60,25,Red,Ground Nuts,14,18,35,20-20
4712,28,55,64,Clayey,Tobacco,27,10,23,DAP
4713,26,65,43,Loamy,Pulses,36,0,42,10-26-26
4714,26,54,30,Clayey,Barley,41,4,23,20-20
4715,26,72,33,Black,Pulses,6,14,36,10-26-26
4716,28,57,41,Black,Millets,24,16,0,28-28
4717,33,52,33,Sandy,Cotton,18,6,32,17-17-17
4718,35,51,40,Black,Tobacco,10,15,30,14-35-14
4719,31,63,35,Clayey,Oil seeds,9,10,21,14-35-14
4720,33,59,64,Clayey,Oil seeds,15,6,31,17-17-17
4721,34,58,39,Loamy,Ground Nuts,29,6,12,17-17-17
4722,33,71,26,Black,Sugarcane,6,17,9,10-26-26
4723,25,71,59,Loamy,Barley,7,18,5,14-35-14
4724,33,52,38,Sandy,Oil seeds,36,0,2,Urea
4725,32,61,53,Black,Cotton,4,17,34,10-26-26
4726,32,59,65,Black,Cotton,28,18,24,10-26-26
4727,26,68,54,Clayey,Paddy,23,0,34,14-35-14
4728,37,69,25,Sandy,Millets,26,0,31,17-17-17
4729,33,60,49,Loamy,Oil seeds,21,13,20,14-35-14
4730,33,55,32,Loamy,Maize,41,13,24,17-17-17
4731,32,53,64,Black,Wheat,26,16,7,17-17-17
4732,32,56,63,Red,Tobacco,36,11,13,17-17-17
4733,29,67,44,Clayey,Maize,16,13,9,DAP
4734,33,52,54,Clayey,Sugarcane,10,7,19,14-35-14
4735,27,53,38,Clayey,Barley,7,15,42,28-28
4736,30,71,34,Clayey,Oil seeds,17,10,12,10-26-26
4737,35,61,62,Sandy,Sugarcane,12,19,10,Urea
4738,35,58,53,Loamy,Pulses,7,10,21,20-20
4739,38,52,65,Clayey,Sugarcane,39,3,14,28-28
4740,38,54,37,Red,Oil seeds,30,12,20,17-17-17
4741,36,69,45,Red,Paddy,29,3,15,DAP
4742,32,63,34,Black,Wheat,38,13,15,10-26-26
4743,29,57,38,Sandy,Maize,37,15,31,Urea
4744,29,70,43,Loamy,Paddy,6,19,35,20-20
4745,35,69,62,Red,Cotton,22,11,8,28-28
4746,29,57,27,Clayey,Cotton,37,3,30,DAP
4747,27,69,48,Loamy,Wheat,15,6,0,10-26-26
4748,28,67,30,Loamy,Pulses,36,11,9,17-17-17
4749,35,57,26,Sandy,Sugarcane,9,10,29,28-28
4750,36,54,45,Sandy,Millets,28,11,19,10-26-26
4751,36,55,30,Black,Oil seeds,22,17,19,DAP
4752,35,72,39,Red,Paddy,8,19,36,28-28
4753,34,56,50,Loamy,Ground Nuts,5,3,41,Urea
4754,30,71,37,Black,Wheat,8,8,16,10-26-26
4755,38,65,30,Clayey,Millets,5,6,8,20-20
4756,27,57,35,Loamy,Cotton,14,3,25,20-20
4757,31,60,48,Clayey,Ground Nuts,40,13,26,10-26-26
4758,28,58,62,Clayey,Wheat,7,17,40,17-17-17
4759,25,52,49,Sandy,Tobacco,18,0,40,17-17-17
4760,37,52,39,Black,Oil seeds,9,16,37,10-26-26
4761,33,69,41,Loamy,Pulses,37,19,14,DAP
4762,30,52,39,Clayey,Cotton,22,13,23,10-26-26
4763,27,56,46,Clayey,Wheat,27,7,9,20-20
4764,33,61,56,Black,Cotton,18,1,26,10-26-26
4765,30,58,25,Sandy,Pulses,18,0,33,Urea
4766,29,54,55,Loamy,Pulses,24,12,11,DAP
4767,27,70,47,Sandy,Paddy,4,10,14,10-26-26
4768,26,71,60,Black,Sugarcane,11,3,30,14-35-14
4769,37,54,33,Loamy,Ground Nuts,17,17,7,Urea
4770,28,54,50,Red,Ground Nuts,29,6,35,Urea
4771,28,56,50,Loamy,Tobacco,27,9,41,17-17-17
4772,32,60,59,Loamy,Sugarcane,38,15,24,20-20
4773,38,58,49,Black,Wheat,26,12,7,17-17-17
4774,27,50,47,Black,Ground Nuts,8,4,28,Urea
4775,29,56,65,Black,Barley,25,14,9,Urea
4776,37,66,28,Black,Ground Nuts,31,15,23,DAP
4777,34,60,51,Red,Millets,7,6,4,20-20
4778,37,69,36,Loamy,Tobacco,39,16,5,10-26-26
4779,25,71,35,Loamy,Cotton,42,2,26,28-28
4780,25,50,41,Red,Barley,29,14,26,DAP
4781,33,59,62,Clayey,Cotton,42,7,17,14-35-14
4782,37,54,50,Sandy,Wheat,11,2,28,DAP
4783,33,50,53,Black,Pulses,6,11,21,20-20
4784,38,56,29,Clayey,Ground Nuts,29,7,3,28-28
4785,35,55,50,Sandy,Pulses,32,15,36,10-26-26
4786,28,52,25,Loamy,Pulses,31,0,36,14-35-14
4787,27,64,38,Loamy,Pulses,40,8,39,17-17-17
4788,25,50,64,Red,Ground Nuts,15,2,9,14-35-14
4789,34,55,56,Sandy,Barley,17,4,16,DAP
4790,38,59,53,Sandy,Maize,7,8,28,17-17-17
4791,32,68,39,Black,Barley,12,4,35,14-35-14
4792,25,61,54,Loamy,Tobacco,33,1,26,Urea
4793,37,53,38,Sandy,Tobacco,15,2,17,Urea
4794,36,66,46,Loamy,Cotton,28,13,28,28-28
4795,27,65,37,Clayey,Ground Nuts,12,5,27,28-28
4796,27,64,64,Red,Wheat,33,6,29,28-28
4797,27,57,28,Sandy,Tobacco,26,0,2,14-35-14
4798,29,60,31,Sandy,Barley,36,10,5,Urea
4799,27,62,46,Black,Oil seeds,22,7,39,10-26-26
4800,30,55,65,Clayey,Barley,29,2,41,17-17-17
4801,28,71,34,Red,Millets,13,15,33,DAP
4802,29,63,29,Loamy,Pulses,23,12,11,Urea
4803,34,66,34,Loamy,Sugarcane,26,6,29,17-17-17
4804,26,72,65,Red,Millets,18,19,8,28-28
4805,25,69,61,Sandy,Barley,15,9,4,20-20
4806,27,57,55,Black,Sugarcane,11,15,18,Urea
4807,33,61,34,Red,Oil seeds,7,8,31,20-20
4808,29,54,39,Black,Barley,34,9,6,10-26-26
4809,31,62,29,Loamy,Ground Nuts,19,5,36,28-28
4810,33,67,32,Loamy,Paddy,33,9,31,17-17-17
4811,32,72,57,Loamy,Tobacco,22,5,11,20-20
4812,37,60,30,Sandy,Pulses,17,6,41,17-17-17
4813,26,60,27,Loamy,Cotton,9,10,28,14-35-14
4814,36,55,27,Black,Cotton,24,2,2,14-35-14
4815,35,54,45,Red,Maize,16,2,31,10-26-26
4816,30,71,65,Loamy,Ground Nuts,35,14,22,DAP
4817,35,59,31,Black,Tobacco,16,1,24,DAP
4818,37,66,30,Loamy,Millets,31,12,35,Urea
4819,31,58,30,Black,Millets,32,3,35,28-28
4820,35,53,57,Black,Wheat,6,2,36,17-17-17
4821,32,54,35,Sandy,Tobacco,34,10,27,17-17-17
4822,31,56,59,Loamy,Oil seeds,21,0,19,28-28
4823,25,62,49,Sandy,Cotton,12,3,11,DAP
4824,29,50,57,Red,Maize,9,6,2,14-35-14
4825,34,55,42,Clayey,Barley,41,7,2,Urea
4826,27,64,25,Red,Pulses,17,5,24,10-26-26
4827,38,68,38,Sandy,Wheat,33,0,23,Urea
4828,37,66,51,Clayey,Sugarcane,14,10,13,17-17-17
4829,27,69,41,Sandy,Paddy,20,11,7,10-26-26
4830,25,63,40,Clayey,Pulses,7,6,20,10-26-26
4831,35,67,43,Black,Oil seeds,4,1,30,20-20
4832,36,61,26,Red,Sugarcane,27,14,28,14-35-14
4833,27,54,33,Black,Barley,14,3,35,Urea
4834,27,68,43,Black,Millets,25,11,34,28-28
4835,36,59,39,Red,Cotton,34,5,4,10-26-26
4836,27,68,58,Black,Tobacco,8,3,1,17-17-17
4837,32,68,32,Sandy,Millets,28,15,7,Urea
4838,33,59,38,Red,Millets,16,9,26,28-28
4839,33,71,53,Clayey,Wheat,6,18,20,28-28
4840,28,56,51,Clayey,Pulses,35,1,14,28-28
4841,31,66,54,Red,Paddy,36,12,36,17-17-17
4842,35,53,57,Red,Paddy,41,18,12,17-17-17
4843,33,54,39,Sandy,Sugarcane,40,19,10,17-17-17
4844,30,54,64,Sandy,Barley,21,13,13,17-17-17
4845,36,63,54,Red,Cotton,18,18,37,DAP
4846,30,72,29,Sandy,Barley,21,17,42,Urea
4847,37,56,57,Clayey,Barley,35,8,34,DAP
4848,37,60,59,Black,Ground Nuts,39,1,37,28-28
4849,29,53,46,Sandy,Ground Nuts,41,10,15,10-26-26
4850,25,57,56,Clayey,Millets,11,15,31,17-17-17
4851,30,55,52,Black,Cotton,21,6,27,14-35-14
4852,25,50,34,Clayey,Barley,10,10,12,10-26-26
4853,26,51,63,Black,Cotton,8,16,5,20-20
4854,32,70,45,Red,Barley,29,6,32,10-26-26
4855,36,71,65,Black,Sugarcane,41,18,2,10-26-26
4856,33,60,56,Red,Paddy,39,11,39,10-26-26
4857,35,71,42,Sandy,Pulses,25,13,38,28-28
4858,33,57,50,Red,Sugarcane,11,18,23,DAP
4859,26,56,41,Clayey,Millets,41,18,28,28-28
4860,37,60,50,Sandy,Cotton,42,6,16,20-20
4861,29,62,64,Loamy,Tobacco,31,1,21,DAP
4862,27,62,56,Black,Tobacco,26,17,29,10-26-26
